"X","Code","Name","Municipality","Ownership","Applications","Vacancies"
"736","08028345","Escola Les Mimoses","Santa Maria de Martorelles","Pública",9,14
"738","08028424","Escola Fontmartina","Santa Maria de Palautordera","Pública",35,50
"1289","08062811","Escola Matagalls","Santa Maria de Palautordera","Pública",19,25
"1386","08070908","Institut Escola La Tordera","Santa Maria de Palautordera","Pública",39,50
"1927","43005595","Escola La Parellada","Santa Oliva","Pública",31,44
"1563","17003719","Escola Joan Maragall","Santa Pau","Pública",11,15
"739","08028436","Escola La Florida","Santa Perpètua de Mogoda","Pública",50,50
"740","08028473","Tabor","Santa Perpètua de Mogoda","Concertada",25,25
"741","08028485","Sagrada Família","Santa Perpètua de Mogoda","Concertada",69,75
"742","08028497","Escola Santa Perpètua","Santa Perpètua de Mogoda","Pública",26,25
"915","08034461","Escola Bernat de Mogoda","Santa Perpètua de Mogoda","Pública",29,50
"1269","08061181","Escola Santiga","Santa Perpètua de Mogoda","Pública",24,25
"1320","08064131","Escola Els Aigüerols","Santa Perpètua de Mogoda","Pública",27,25
"743","08028515","Escola Santa Susanna","Santa Susanna","Pública",25,25
"1290","08062821","Escola Montagut","Santa Susanna","Pública",40,50
"626","08025058","Escola Riu d'Or","Santpedor","Pública",32,50
"627","08025061","Llissach","Santpedor","Concertada",11,25
"1348","08066334","Escola La Serreta","Santpedor","Pública",33,25
"1847","43003069","Escola Salvador Ninot","Sarral","Pública",12,25
"1565","17003756","Escola Montserrat","Sarrià de Ter","Pública",47,75
"1566","17003768","Escola Els Terraprims","Saus, Camallera i Llampaies","Pública",9,9
"764","08028990","Escola Can Sorts","Sentmenat","Pública",77,75
"765","08029003","Nuestra Señora del Pilar","Sentmenat","Concertada",15,25
"1568","17003801","Escola Bora Gran","Serinyà","Pública",8,8
"1732","25004218","Escola Miquel Baró Daban","Seròs","Pública",14,25
"767","08029027","Escola Farigola","Seva","Pública",12,25
"1082","08041714","Escola Les Basseroles","Seva","Pública",13,15
"1569","17003823","Escola Verdaguer","Sils","Pública",33,50
"1646","17009199","Escola Els Estanys","Sils","Pública",19,25
"768","08029076","Escola Pia de Sitges","Sitges","Concertada",39,50
"769","08029088","Escola Miquel Utrillo","Sitges","Pública",83,50
"919","08034667","Escola Esteve Barrachina","Sitges","Pública",38,50
"1189","08053583","Escola Maria Ossó","Sitges","Pública",48,50
"1291","08062833","Escola Agnès de Sitges","Sitges","Pública",14,25
"1733","25004243","Escola Setelsis","Solsona","Pública",40,50
"1734","25004279","Arrels I","Solsona","Concertada",29,50
"1777","25009101","Escola El Vinyet","Solsona","Pública",27,25
"1753","25005144","Escola Àngel Serafí i Casanovas","Sort","Pública",21,25
"1735","25004395","Escola Jaume Miret","Soses","Pública",22,25
"770","08029209","Escola Mare de Déu de Montserrat","Súria","Pública",11,25
"771","08029222","Escola Francesc Macià","Súria","Pública",17,25
"772","08029258","FEDAC-Súria","Súria","Concertada",22,25
"773","08029301","Escola Les Pinediques","Taradell","Pública",35,50
"774","08029313","Sant Genís-Santa Agnès","Taradell","Concertada",24,25
"1851","43003136","Escola Bonavista","Tarragona","Pública",32,44
"1852","43003151","Joan XXIII","Tarragona","Concertada",80,75
"1854","43003227","Escola Sant Salvador","Tarragona","Pública",33,44
"1855","43003306","Escola Serrallo","Tarragona","Pública",28,25
"1856","43003321","Escola Sant Pere i Sant Pau","Tarragona","Pública",21,25
"1857","43003410","Joan Roig","Tarragona","Concertada",16,25
"1858","43003461","Tic-Tac","Tarragona","Concertada",14,25
"1859","43003483","Lestonnac-l'Ensenyança","Tarragona","Concertada",38,50
"1860","43003495","Mare de Déu del Carme","Tarragona","Concertada",74,75
"1861","43003501","El Carme","Tarragona","Concertada",28,50
"1862","43003525","Sant Domènec de Guzman","Tarragona","Concertada",26,50
"1863","43003537","La Salle","Tarragona","Concertada",70,75
"1864","43003549","Vedruna Sagrat Cor","Tarragona","Concertada",51,50
"1865","43003550","Santa Teresa de Jesús","Tarragona","Concertada",46,50
"1866","43003586","Sant Pau Apòstol","Tarragona","Concertada",63,75
"1867","43003690","Escola de Pràctiques","Tarragona","Pública",39,50
"1868","43003707","Mare Nostrum","Tarragona","Concertada",26,25
"1869","43003720","Escola El Miracle","Tarragona","Pública",26,25
"1870","43003756","Escola Torreforta","Tarragona","Pública",29,44
"1871","43003768","Escola Els Àngels","Tarragona","Pública",70,50
"1872","43003793","La Salle Torreforta","Tarragona","Concertada",43,50
"1912","43005169","Escola Pau Delclòs","Tarragona","Pública",48,50
"1913","43005170","Escola La Floresta","Tarragona","Pública",11,25
"1929","43005686","Escola Riu Clar","Tarragona","Pública",12,22
"1935","43005911","Escola Campclar","Tarragona","Pública",23,22
"1938","43005959","Escola Cèsar August","Tarragona","Pública",62,50
"1951","43006563","Escola Marcel·lí Domingo","Tarragona","Pública",38,50
"1958","43007117","Escola Pax","Tarragona","Pública",49,50
"1966","43009230","Escola Tarragona","Tarragona","Pública",46,50
"1968","43009369","Escola Saavedra","Tarragona","Pública",21,25
"1977","43010396","Escola de Ponent","Tarragona","Pública",20,25
"1988","43010876","Escola l'Arrabassada","Tarragona","Pública",56,50
"2000","43012976","Institut Escola Mediterrani","Tarragona","Pública",13,22
"1736","25004462","Escola Jacint Verdaguer","Tàrrega","Pública",65,50
"1737","25004474","Escola Pia de Tàrrega","Tàrrega","Concertada",32,25
"1738","25004486","Vedruna Tàrrega","Tàrrega","Concertada",36,50
"1739","25004531","Escola Àngel Guimerà","Tàrrega","Pública",36,50
"1772","25008790","Escola Maria-Mercè Marçal","Tàrrega","Pública",42,48
"809","08030364","Escola El Cim","Teià","Pública",29,50
"1740","25004565","Escola Alfred Potrony","Térmens","Pública",9,10
"775","08029350","Escola França","Terrassa","Pública",34,50
"776","08029374","Escola Bisbat d'Egara","Terrassa","Pública",77,75
"777","08029386","Escola Ramón y Cajal","Terrassa","Pública",53,50
"778","08029507","Escola Isaac Peral","Terrassa","Pública",23,25
"779","08029556","Delta","Terrassa","Concertada",22,25
"780","08029581","Sant Josep","Terrassa","Concertada",25,25
"781","08029601","Airina","Terrassa","Concertada",34,50
"782","08029611","Joaquina de Vedruna","Terrassa","Concertada",46,50
"783","08029647","Escola Pia de Terrassa","Terrassa","Concertada",80,100
"784","08029660","El Cim","Terrassa","Concertada",50,50
"785","08029672","Mare de Déu del Carme","Terrassa","Concertada",78,75
"786","08029684","Tecnos","Terrassa","Concertada",50,50
"787","08029738","Goya","Terrassa","Concertada",31,25
"788","08029751","Martí","Terrassa","Concertada",21,25
"789","08029763","Sant Domènec Savio","Terrassa","Concertada",31,25
"790","08029775","Maria Auxiliadora","Terrassa","Concertada",39,50
"791","08029805","Santa Teresa de Jesús","Terrassa","Concertada",23,25
"792","08029881","Sagrado Corazón de Jesús","Terrassa","Concertada",78,75
"793","08029908","Andersen","Terrassa","Concertada",26,25
"794","08029921","Lumen","Terrassa","Concertada",23,25
"795","08030005","L'Avet","Terrassa","Concertada",19,25
"796","08030017","Cultura Pràctica","Terrassa","Concertada",15,50
"797","08030054","Petit Estel - La Nova","Terrassa","Concertada",77,75
"798","08030078","Egara","Terrassa","Concertada",75,75
"799","08030091","Ramon Pont","Terrassa","Concertada",27,25
"800","08030111","Vedruna","Terrassa","Concertada",50,50
"801","08030194","Escola Pere Viver i Aymerich","Terrassa","Pública",32,50
"802","08030200","Escola Marià Galí Guix","Terrassa","Pública",23,22
"803","08030212","Escola Josep Ventalló i Vintró","Terrassa","Pública",20,22
"804","08030224","Escola Antoni Ubach i Soler","Terrassa","Pública",40,44
"805","08030248","Escola Pau Vila i Dinarès","Terrassa","Pública",42,44
"806","08030285","Escola President Salvans","Terrassa","Pública",23,22
"807","08030297","Escola Salvador Vinyals i Galí","Terrassa","Pública",24,22
"808","08030315","Escola Joan XXIII","Terrassa","Pública",47,50
"916","08034485","Escola Joan Marquès i Casals","Terrassa","Pública",31,50
"1010","08038314","Escola Mare de Déu de Montserrat","Terrassa","Pública",26,22
"1011","08038326","Escola El Vallès","Terrassa","Pública",28,22
"1042","08039653","Escola Agustí Bartra","Terrassa","Pública",40,44
"1043","08039665","Escola Lanaspa-Giralt","Terrassa","Pública",26,25
"1069","08041246","Escola Francesc Aldea i Pérez","Terrassa","Pública",15,25
"1115","08043437","Escola Font de l'Alba","Terrassa","Pública",21,25
"1152","08044648","Escola La Roda","Terrassa","Pública",59,50
"1167","08051306","Escola Abat Marcet","Terrassa","Pública",35,50
"1168","08051318","Escola Sant Llorenç del Munt","Terrassa","Pública",42,44
"1221","08058465","Escola Enxaneta","Terrassa","Pública",78,75
"1277","08061774","Escola Les Arenes","Terrassa","Pública",46,50
"1283","08062687","Escola Ponent","Terrassa","Pública",61,50
"1321","08064143","Escola La Nova Electra","Terrassa","Pública",56,50
"1345","08065512","Escola Serra de l'Obac","Terrassa","Pública",50,50
"1346","08066048","Escola Roser Capdevila","Terrassa","Pública",57,50
"1364","08067235","Escola Roc Alabern","Terrassa","Pública",50,50
"1365","08067247","Escola El Vapor","Terrassa","Pública",45,50
"1381","08070040","Escola Sala i Badrinas","Terrassa","Pública",53,50
"810","08030388","Escola Lola Anglada","Tiana","Pública",38,50
"1385","08070799","Escola Tiziana","Tiana","Pública",30,25
"1873","43003847","Escola Marcel·lí Domingo","Tivissa","Pública",13,25
"811","08030421","Escola L'Era de Dalt","Tona","Pública",40,50
"812","08030431","Vedruna-Tona","Tona","Concertada",37,50
"1741","25004607","Escola Sant Gil","Torà","Pública",11,14
"813","08030467","Escola Ignasi Iglesias","Tordera","Pública",23,50
"814","08030479","Brianxa","Tordera","Concertada",28,25
"815","08030509","Vedruna Tordera","Tordera","Concertada",31,25
"1224","08059093","Escola d'Hortsavinyà","Tordera","Pública",3,3
"1292","08062869","Escola Serra de Miralles","Tordera","Pública",28,25
"1324","08064222","Escola La Roureda","Tordera","Pública",34,50
"816","08030510","Escola Doctor Fortià i Solà","Torelló","Pública",36,50
"817","08030522","Escola Vall del Ges","Torelló","Pública",17,25
"818","08030534","Rocaprevera","Torelló","Concertada",14,25
"819","08030546","Sagrats Cors","Torelló","Concertada",16,25
"1406","08075256","Institut Escola Marta Mata","Torelló","Pública",46,50
"1874","43003884","Escola Antoni Roig","Torredembarra","Pública",43,50
"1954","43006851","Escola Molí de Vent","Torredembarra","Pública",56,50
"1967","43009242","Escola L'Antina","Torredembarra","Pública",54,50
"1742","25004711","Escola la Creu","Torrefarrera","Pública",44,50
"1743","25004723","Escola La Bassa","Torregrossa","Pública",30,50
"822","08030613","Escola J.J. Ràfols","Torrelavit","Pública",14,14
"823","08030637","Escola Guerau de Peguera","Torrelles de Foix","Pública",13,25
"824","08030649","Escola Sant Martí","Torrelles de Llobregat","Pública",28,25
"1275","08061622","Escola Can Coll","Torrelles de Llobregat","Pública",18,25
"1744","25004747","Escola Carrassumada","Torres de Segre","Pública",18,25
"1570","17003860","Escola Portitxol","Torroella de Montgrí","Pública",25,25
"1571","17003872","Escola Guillem de Montgrí","Torroella de Montgrí","Pública",48,50
"1572","17003896","Sant Gabriel","Torroella de Montgrí","Concertada",30,50
"1881","43004232","Escola La Mercè","Tortosa","Pública",14,22
"1882","43004244","Escola El Temple","Tortosa","Pública",52,50
"1883","43004256","Escola Ferreries","Tortosa","Pública",40,50
"1884","43004268","Escola Remolins","Tortosa","Pública",15,22
"1885","43004311","Nuestra Señora de la Consolación","Tortosa","Concertada",19,25
"1886","43004372","Teresià","Tortosa","Concertada",34,25
"1887","43004402","Sagrada Família","Tortosa","Concertada",35,50
"1960","43008389","Escola Sant Llatzer","Tortosa","Pública",26,25
"1963","43008912","Escola Cinta Curto","Tortosa","Pública",19,25
"1998","43012307","Institut Escola Daniel Mangrané","Tortosa","Pública",41,50
"1573","17003926","Escola Ignasi Melé i Farré","Tossa de Mar","Pública",38,50
"1745","25004772","Escola Valldeflors","Tremp","Pública",32,50
"1746","25004802","María Inmaculada","Tremp","Concertada",22,25
"825","08030662","Escola Serralavella","Ullastrell","Pública",25,25
"1888","43004463","Escola Ramón y Cajal","Ulldecona","Pública",46,50
"826","08030686","Escola Pau Casals","Vacarisses","Pública",34,50
"1270","08061191","Escola Font de l'Orpina","Vacarisses","Pública",33,25
"1630","17008493","Escola Vall-llobrega","Vall-llobrega","Pública",12,12
"827","08030698","Escola Josep Masclans","Vallbona d'Anoia","Pública",10,25
"1747","25004851","Escola Salvador Espriu","Vallfogona de Balaguer","Pública",9,13
"1197","08054411","Escola Vallgorguina","Vallgorguina","Pública",14,25
"828","08030777","Verge del Roser","Vallirana","Concertada",24,25
"829","08030789","Escola Pompeu Fabra","Vallirana","Pública",17,25
"1188","08053522","Escola La Ginesta","Vallirana","Pública",17,25
"1249","08060851","Escola L'Olivera","Vallirana","Pública",40,50
"1334","08064881","Escola Campderrós","Vallirana","Pública",26,25
"1889","43004505","Escola Mare de Déu del Roser","Vallmoll","Pública",11,25
"830","08030807","Escola Els Tres Pins","Vallromanes","Pública",21,25
"1890","43004529","Escola Mare de Déu de la Candela","Valls","Pública",21,25
"1891","43004530","Escola Baltasar Segú","Valls","Pública",14,22
"1892","43004554","Cor de Maria","Valls","Concertada",39,50
"1893","43004581","Claret","Valls","Concertada",48,50
"1894","43004591","Mare de Déu del Lledó","Valls","Concertada",27,25
"1895","43004633","Escola Eugeni d'Ors","Valls","Pública",39,50
"1952","43006575","Escola Eladi Homs","Valls","Pública",17,24
"1955","43006861","Escola Enxaneta","Valls","Pública",23,25
"1896","43004657","Escola Mestral","Vandellòs i l'Hospitalet de l'Infant","Pública",68,75
"1897","43004700","Escola Valdelors","Vandellòs i l'Hospitalet de l'Infant","Pública",3,8
"1651","17009795","Institut Escola Francesc Cambó i Batlle","Verges","Pública",29,50
"831","08030819","Escola Sentfores","Vic","Pública",18,25
"832","08030881","Santa Caterina de Siena","Vic","Concertada",19,25
"833","08030911","Sagrat Cor de Jesús","Vic","Concertada",35,50
"834","08030947","Escorial","Vic","Concertada",93,75
"835","08030959","Sant Miquel dels Sants","Vic","Concertada",67,75
"836","08030960","FEDAC-Vic","Vic","Concertada",36,50
"837","08031009","Escola Doctor Joaquim Salarich","Vic","Pública",51,50
"1211","08057096","Escola Guillem de Mont-rodon","Vic","Pública",58,50
"1212","08057102","Escola Andersen","Vic","Pública",64,50
"1355","08069499","Escola Vic-centre","Vic","Pública",39,25
"1372","08067818","Escola La Sínia","Vic","Pública",40,50
"1576","17004074","Escola Sant Iscle","Vidreres","Pública",33,25
"1598","17004906","Escola Salvador Espriu","Vidreres","Pública",22,50
"1748","25004929","Escola Garona","Vielha e Mijaran","Pública",52,75
"1903","43004921","Escola Bernardí Tolrà","Vila-rodona","Pública",14,25
"1906","43004979","Escola Torroja i Miret","Vila-seca","Pública",51,50
"1907","43005005","Escola Sant Bernat Calvó","Vila-seca","Pública",66,50
"1937","43005947","Escola Cal·lípolis","Vila-seca","Pública",27,44
"1944","43006241","Escola La Plana","Vila-seca","Pública",6,22
"1946","43006332","Escola Mestral","Vila-seca","Pública",28,50
"1982","43010530","Escola Miramar","Vila-seca","Pública",59,50
"1993","43011492","Escola La Canaleta","Vila-seca","Pública",54,50
"1577","17004098","Escola Torre d'en Reig","Vilabertran","Pública",11,13
"1578","17004116","Escola Madrenc","Vilablareix","Pública",37,42
"839","08031083","Escola Àngela Roca","Viladecans","Pública",21,25
"840","08031101","Escola Montserratina","Viladecans","Pública",39,50
"841","08031125","Santo Tomás","Viladecans","Concertada",16,22
"842","08031150","Sagrada Família","Viladecans","Concertada",44,50
"843","08031204","Escola El Garrofer","Viladecans","Pública",51,50
"844","08031231","Sant Gabriel","Viladecans","Concertada",66,50
"875","08032555","Goar","Viladecans","Concertada",49,50
"885","08032750","Escola Pau Casals","Viladecans","Pública",42,50
"886","08032762","Escola Doctor Trueta","Viladecans","Pública",55,50
"1024","08039380","Escola Germans Amat i Targa","Viladecans","Pública",34,50
"1097","08042834","Escola Can Palmer","Viladecans","Pública",26,25
"1117","08043553","Teide","Viladecans","Concertada",18,25
"1227","08059721","Escola Marta Mata","Viladecans","Pública",48,50
"1294","08062948","Escola Miquel Martí i Pol","Viladecans","Pública",89,76
"1305","08063783","Escola Mediterrània","Viladecans","Pública",15,25
"1387","08071020","Escola Enxaneta","Viladecans","Pública",23,25
"838","08031061","Escola Rosella","Viladecavalls","Pública",48,46
"1083","08041726","Escola Roc Blanc","Viladecavalls","Pública",27,25
"1579","17004153","Escola de Sant Esteve de Guialbes","Vilademuls","Pública",14,14
"1580","17004190","Escola Sol i Vent","Vilafant","Pública",12,18
"1610","17006836","Escola Les Mèlies","Vilafant","Pública",37,36
"848","08031320","Escola Estalella i Graells","Vilafranca del Penedès","Pública",47,50
"849","08031332","Escola Josep Baltà i Elias","Vilafranca del Penedès","Pública",35,50
"850","08031356","Montagut","Vilafranca del Penedès","Concertada",53,50
"851","08031371","Sant Josep","Vilafranca del Penedès","Concertada",30,25
"852","08031381","Vedruna Sant Elies","Vilafranca del Penedès","Concertada",36,50
"853","08031401","Sant Ramon de Penyafort","Vilafranca del Penedès","Concertada",37,50
"902","08034126","Escola Pau Boada","Vilafranca del Penedès","Pública",29,22
"963","08036111","Escola Mas i Perera","Vilafranca del Penedès","Pública",55,44
"1018","08039291","Escola Cristòfor Mestre","Vilafranca del Penedès","Pública",53,50
"1325","08064738","Escola Dolors Piera","Vilafranca del Penedès","Pública",30,50
"1581","17004207","Escola Santiago Ratés","Vilajuïga","Pública",11,12
"854","08031460","Escola Trentapasses","Vilalba Sasserra","Pública",12,25
"1902","43004864","Escola Pere Virgili","Vilallonga del Camp","Pública",29,50
"1582","17004232","Escola Josep de Ribot i Olivas","Vilamalla","Pública",14,12
"1749","25005016","Escola Marinada","Vilanova de Bellpuig","Pública",15,17
"846","08031290","Escola Les Roques","Vilanova de Sau","Pública",1,6
"845","08031277","Escola Joan Maragall","Vilanova del Camí","Pública",30,44
"1005","08038247","Escola Pompeu Fabra","Vilanova del Camí","Pública",39,50
"1306","08063795","Escola Marta Mata","Vilanova del Camí","Pública",37,25
"1016","08039264","Escola Mestres Munguet-Cortés","Vilanova del Vallès","Pública",28,50
"1260","08061026","Escola La Falguera","Vilanova del Vallès","Pública",30,25
"855","08031472","Escola Pompeu Fabra","Vilanova i la Geltrú","Pública",52,50
"856","08031484","Escola Ginesta","Vilanova i la Geltrú","Pública",24,24
"857","08031496","El Cim","Vilanova i la Geltrú","Concertada",43,50
"858","08031502","Santa Teresa de Jesús","Vilanova i la Geltrú","Concertada",28,25
"859","08031526","Sant Bonaventura","Vilanova i la Geltrú","Concertada",58,50
"860","08031538","Escola Pia de Vilanova i la Geltrú","Vilanova i la Geltrú","Concertada",54,50
"861","08031599","Divina Providència","Vilanova i la Geltrú","Concertada",20,25
"862","08031666","Escola Canigó","Vilanova i la Geltrú","Pública",26,25
"917","08034497","Escola L'Aragai","Vilanova i la Geltrú","Pública",14,25
"1035","08039586","Escola L'Arjau","Vilanova i la Geltrú","Pública",47,44
"1060","08040412","Escola El Margalló","Vilanova i la Geltrú","Pública",12,25
"1118","08043565","La Pau","Vilanova i la Geltrú","Concertada",9,25
"1133","08043917","Escola Cossetània","Vilanova i la Geltrú","Pública",17,25
"1134","08043929","Escola Llebetx","Vilanova i la Geltrú","Pública",19,25
"1261","08061041","Escola Sant Jordi","Vilanova i la Geltrú","Pública",53,50
"1262","08061051","Escola Ítaca","Vilanova i la Geltrú","Pública",42,50
"1341","08065275","Escola Volerany","Vilanova i la Geltrú","Pública",53,50
"679","08026476","Escola Francesc Macià","Vilassar de Dalt","Pública",43,50
"680","08026491","La Immaculada","Vilassar de Dalt","Concertada",27,25
"681","08026506","Sant Jordi","Vilassar de Dalt","Concertada",22,25
"690","08026749","Escola Pérez Sala","Vilassar de Mar","Pública",32,50
"691","08026762","La Presentació de la Mare de Déu","Vilassar de Mar","Concertada",19,25
"1053","08040060","Escola del Mar","Vilassar de Mar","Pública",51,50
"1081","08041696","Escola Vaixell Burriac","Vilassar de Mar","Pública",36,50
"1218","08058374","Escola Els Alocs","Vilassar de Mar","Pública",33,25
"1583","17004281","Escola Josep Madrenys","Vilobí d'Onyar","Pública",29,50
"847","08031319","Escola Llebeig","Vilobí del Penedès","Pública",11,11
"1908","43005121","Escola Santa Caterina","Vinyols i els Arcs","Pública",15,25
"1805","43001000","Escola de Xerta","Xerta","Pública",9,25
